run_id,condition,seed_id,seed_bucket,repeat_index,total_turns,max_turns,collapsed_turns,collapse_rate,first_collapse_turn,early_stopped,has_collapse,seed_version,embedding_model,started_at,ended_at,filename
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T200417Z_rep0,HETERO_ROT,argumentative_2,argumentative,0,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:04:17Z,2026-02-18T20:19:25Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T200417Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T200912Z_rep1,HETERO_ROT,argumentative_2,argumentative,1,40,40,9,0.225,25,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:09:12Z,2026-02-18T20:19:29Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T200912Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T201023Z_rep2,HETERO_ROT,argumentative_2,argumentative,2,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:10:23Z,2026-02-18T20:26:22Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T201023Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T201930Z_rep3,HETERO_ROT,argumentative_2,argumentative,3,40,40,1,0.025,7,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:19:30Z,2026-02-18T20:35:19Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T201930Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T201940Z_rep4,HETERO_ROT,argumentative_2,argumentative,4,40,40,1,0.025,40,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:19:40Z,2026-02-18T20:29:00Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_2_20260218T201940Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T202054Z_rep0,HETERO_ROT,argumentative_3,argumentative,0,40,40,32,0.8,9,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:20:54Z,2026-02-18T20:42:40Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T202054Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T202634Z_rep1,HETERO_ROT,argumentative_3,argumentative,1,40,40,34,0.85,7,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:26:34Z,2026-02-18T20:43:02Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T202634Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T202905Z_rep2,HETERO_ROT,argumentative_3,argumentative,2,40,40,28,0.7,13,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:29:05Z,2026-02-18T20:45:36Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T202905Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T203523Z_rep3,HETERO_ROT,argumentative_3,argumentative,3,40,40,3,0.075,29,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:35:23Z,2026-02-18T20:51:01Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T203523Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T204246Z_rep4,HETERO_ROT,argumentative_3,argumentative,4,40,40,25,0.625,16,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:42:46Z,2026-02-18T21:04:16Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_3_20260218T204246Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T204307Z_rep0,HETERO_ROT,argumentative_4,argumentative,0,40,40,18,0.45,16,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:43:07Z,2026-02-18T20:55:00Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T204307Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T204541Z_rep1,HETERO_ROT,argumentative_4,argumentative,1,40,40,18,0.45,19,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T20:45:41Z,2026-02-18T21:00:30Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T204541Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T211735Z_rep2,HETERO_ROT,argumentative_4,argumentative,2,40,40,24,0.6,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:17:35Z,2026-02-18T21:35:59Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T211735Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T211742Z_rep3,HETERO_ROT,argumentative_4,argumentative,3,40,40,28,0.7,13,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:17:42Z,2026-02-18T21:36:24Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T211742Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T211741Z_rep4,HETERO_ROT,argumentative_4,argumentative,4,40,40,19,0.475,22,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:17:41Z,2026-02-18T21:36:05Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_4_20260218T211741Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T211748Z_rep0,HETERO_ROT,argumentative_5,argumentative,0,40,40,5,0.125,12,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:17:48Z,2026-02-18T21:36:36Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T211748Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213605Z_rep1,HETERO_ROT,argumentative_5,argumentative,1,40,40,34,0.85,7,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:36:05Z,2026-02-18T21:52:10Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213605Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213611Z_rep2,HETERO_ROT,argumentative_5,argumentative,2,40,40,8,0.2,19,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:36:11Z,2026-02-18T21:49:47Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213611Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213632Z_rep3,HETERO_ROT,argumentative_5,argumentative,3,40,40,30,0.75,11,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:36:32Z,2026-02-18T21:51:20Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213632Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213644Z_rep4,HETERO_ROT,argumentative_5,argumentative,4,40,40,15,0.375,19,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T21:36:44Z,2026-02-18T21:50:49Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_argumentative_5_20260218T213644Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T081056Z_rep0,HETERO_ROT,creative_rewrite_0,creative_rewrite,0,40,40,17,0.425,18,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T08:10:56Z,2026-02-18T08:32:15Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T081056Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T083224Z_rep1,HETERO_ROT,creative_rewrite_0,creative_rewrite,1,40,40,1,0.025,17,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T08:32:24Z,2026-02-18T08:50:53Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T083224Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T085103Z_rep2,HETERO_ROT,creative_rewrite_0,creative_rewrite,2,40,40,1,0.025,40,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T08:51:03Z,2026-02-18T09:12:31Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T085103Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T091240Z_rep3,HETERO_ROT,creative_rewrite_0,creative_rewrite,3,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T09:12:40Z,2026-02-18T09:28:37Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T091240Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T092846Z_rep4,HETERO_ROT,creative_rewrite_0,creative_rewrite,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T09:28:46Z,2026-02-18T09:45:11Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_0_20260218T092846Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T094521Z_rep0,HETERO_ROT,creative_rewrite_1,creative_rewrite,0,40,40,9,0.225,18,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T09:45:21Z,2026-02-18T10:10:17Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T094521Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T101026Z_rep1,HETERO_ROT,creative_rewrite_1,creative_rewrite,1,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T10:10:26Z,2026-02-18T10:25:33Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T101026Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T102541Z_rep2,HETERO_ROT,creative_rewrite_1,creative_rewrite,2,40,40,2,0.05,33,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T10:25:41Z,2026-02-18T10:51:56Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T102541Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260217T221400Z_rep3,HETERO_ROT,creative_rewrite_1,creative_rewrite,3,40,40,4,0.1,10,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T22:14:00Z,2026-02-17T22:18:13Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260217T221400Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T105206Z_rep4,HETERO_ROT,creative_rewrite_1,creative_rewrite,4,40,40,6,0.15,26,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T10:52:06Z,2026-02-18T11:16:11Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_1_20260218T105206Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T114101Z_rep0,HETERO_ROT,creative_rewrite_2,creative_rewrite,0,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T11:41:01Z,2026-02-18T11:55:09Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T114101Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T115517Z_rep1,HETERO_ROT,creative_rewrite_2,creative_rewrite,1,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T11:55:17Z,2026-02-18T12:07:03Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T115517Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T120707Z_rep2,HETERO_ROT,creative_rewrite_2,creative_rewrite,2,40,40,9,0.225,32,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T12:07:07Z,2026-02-18T12:24:50Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T120707Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T122455Z_rep3,HETERO_ROT,creative_rewrite_2,creative_rewrite,3,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T12:24:55Z,2026-02-18T12:36:43Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T122455Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T123647Z_rep4,HETERO_ROT,creative_rewrite_2,creative_rewrite,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T12:36:47Z,2026-02-18T12:53:07Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_2_20260218T123647Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260217T221430Z_rep0,HETERO_ROT,creative_rewrite_3,creative_rewrite,0,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T22:14:30Z,2026-02-17T22:19:31Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260217T221430Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260218T125312Z_rep1,HETERO_ROT,creative_rewrite_3,creative_rewrite,1,40,40,10,0.25,8,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T12:53:12Z,2026-02-18T13:07:58Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260218T125312Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260218T130803Z_rep2,HETERO_ROT,creative_rewrite_3,creative_rewrite,2,40,40,13,0.325,18,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T13:08:03Z,2026-02-18T13:28:03Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260218T130803Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260218T132808Z_rep3,HETERO_ROT,creative_rewrite_3,creative_rewrite,3,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T13:28:08Z,2026-02-18T13:40:11Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260218T132808Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260217T221446Z_rep4,HETERO_ROT,creative_rewrite_3,creative_rewrite,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T22:14:46Z,2026-02-17T22:19:00Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_3_20260217T221446Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T134015Z_rep0,HETERO_ROT,creative_rewrite_4,creative_rewrite,0,40,40,20,0.5,21,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T13:40:15Z,2026-02-18T14:01:25Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T134015Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T140132Z_rep1,HETERO_ROT,creative_rewrite_4,creative_rewrite,1,40,40,18,0.45,7,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T14:01:32Z,2026-02-18T14:24:24Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T140132Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T142429Z_rep2,HETERO_ROT,creative_rewrite_4,creative_rewrite,2,40,40,5,0.125,22,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T14:24:29Z,2026-02-18T14:45:59Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T142429Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T144604Z_rep3,HETERO_ROT,creative_rewrite_4,creative_rewrite,3,40,40,13,0.325,27,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T14:46:04Z,2026-02-18T15:06:24Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T144604Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T150629Z_rep4,HETERO_ROT,creative_rewrite_4,creative_rewrite,4,40,40,1,0.025,40,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T15:06:29Z,2026-02-18T15:24:12Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_4_20260218T150629Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T152417Z_rep0,HETERO_ROT,creative_rewrite_5,creative_rewrite,0,40,40,14,0.35,23,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T15:24:17Z,2026-02-18T15:42:44Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T152417Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T154250Z_rep1,HETERO_ROT,creative_rewrite_5,creative_rewrite,1,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T15:42:50Z,2026-02-18T15:55:15Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T154250Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T155520Z_rep2,HETERO_ROT,creative_rewrite_5,creative_rewrite,2,40,40,4,0.1,6,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T15:55:20Z,2026-02-18T16:15:05Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T155520Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T161511Z_rep3,HETERO_ROT,creative_rewrite_5,creative_rewrite,3,40,40,17,0.425,24,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T16:15:11Z,2026-02-18T16:33:35Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T161511Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T163350Z_rep4,HETERO_ROT,creative_rewrite_5,creative_rewrite,4,40,40,25,0.625,16,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-18T16:33:50Z,2026-02-18T16:54:04Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_creative_rewrite_5_20260218T163350Z_rep4_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215316Z_rep0,HETERO_ROT,factual_qa_0,factual_qa,0,40,40,26,0.65,15,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T21:53:16Z,2026-02-17T22:05:26Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215316Z_rep0_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215323Z_rep1,HETERO_ROT,factual_qa_0,factual_qa,1,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T21:53:23Z,2026-02-17T21:58:42Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215323Z_rep1_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215319Z_rep2,HETERO_ROT,factual_qa_0,factual_qa,2,40,40,16,0.4,13,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T21:53:19Z,2026-02-17T22:05:08Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215319Z_rep2_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215320Z_rep3,HETERO_ROT,factual_qa_0,factual_qa,3,40,40,1,0.025,40,false,true,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T21:53:20Z,2026-02-17T22:00:18Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215320Z_rep3_manifest.json
papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215322Z_rep4,HETERO_ROT,factual_qa_0,factual_qa,4,40,40,0,0.0,,false,false,SEEDS_V2,sentence-transformers/all-MiniLM-L6-v2,2026-02-17T21:53:22Z,2026-02-17T21:57:55Z,papera_phase3_baseline_HETERO_ROT_SEEDS_V2_factual_qa_0_20260217T215322Z_rep4_manifest.json
